"date","country","distress"
1998-07-01,"Portugal",0
1998-07-01,"Slovak Republic",
1998-07-01,"Spain",0
1998-07-01,"Sweden",0
1998-07-01,"Switzerland",0
1998-07-01,"Turkey",0
1998-07-01,"United Kingdom",0
1998-07-01,"United States",3
1999-01-01,"Australia",0
1999-01-01,"Austria",0
1999-01-01,"Belgium",0
1999-01-01,"Canada",0
1999-01-01,"Czech Republic",
1999-01-01,"Denmark",0
1999-01-01,"Finland",0
1999-01-01,"France",0
1999-01-01,"Germany",0
1999-01-01,"Greece",0
1999-01-01,"Hungary",0
1999-01-01,"Iceland",0
1999-01-01,"Ireland",0
1999-01-01,"Italy",0
1999-01-01,"Japan",9
1999-01-01,"Korea",8
1999-01-01,"Luxembourg",0
1999-01-01,"Mexico",0
1999-01-01,"Netherlands",0
1999-01-01,"New Zealand",0
1999-01-01,"Norway",0
1999-01-01,"Poland",0
1999-01-01,"Portugal",0
1999-01-01,"Slovak Republic",
1999-01-01,"Spain",0
1999-01-01,"Sweden",0
1999-01-01,"Switzerland",0
1999-01-01,"Turkey",0
1999-01-01,"United Kingdom",0
1999-01-01,"United States",0
1999-07-01,"Australia",0
1999-07-01,"Austria",0
1999-07-01,"Belgium",0
1999-07-01,"Canada",0
1999-07-01,"Czech Republic",
1999-07-01,"Denmark",0
1999-07-01,"Finland",0
1999-07-01,"France",0
1999-07-01,"Germany",0
1999-07-01,"Greece",0
1999-07-01,"Hungary",0
1999-07-01,"Iceland",0
1999-07-01,"Ireland",0
1999-07-01,"Italy",0
1999-07-01,"Japan",6
1999-07-01,"Korea",7
1999-07-01,"Luxembourg",0
1999-07-01,"Mexico",0
1999-07-01,"Netherlands",0
1999-07-01,"New Zealand",0
1999-07-01,"Norway",0
1999-07-01,"Poland",0
1999-07-01,"Portugal",0
1999-07-01,"Slovak Republic",
1999-07-01,"Spain",0
1999-07-01,"Sweden",0
1999-07-01,"Switzerland",0
1999-07-01,"Turkey",0
1999-07-01,"United Kingdom",0
1999-07-01,"United States",0
2000-01-01,"Australia",0
2000-01-01,"Austria",0
2000-01-01,"Belgium",0
2000-01-01,"Canada",0
2000-01-01,"Czech Republic",
2000-01-01,"Denmark",0
2000-01-01,"Finland",0
2000-01-01,"France",0
2000-01-01,"Germany",0
2000-01-01,"Greece",0
2000-01-01,"Hungary",0
2000-01-01,"Iceland",0
2000-01-01,"Ireland",0
2000-01-01,"Italy",0
2000-01-01,"Japan",4
2000-01-01,"Korea",3
2000-01-01,"Luxembourg",0
2000-01-01,"Mexico",0
2000-01-01,"Netherlands",0
2000-01-01,"New Zealand",0
2000-01-01,"Norway",0
2000-01-01,"Poland",0
2000-01-01,"Portugal",0
2000-01-01,"Slovak Republic",
2000-01-01,"Spain",0
2000-01-01,"Sweden",0
2000-01-01,"Switzerland",0
2000-01-01,"Turkey",0
2000-01-01,"United Kingdom",0
2000-01-01,"United States",0
2000-07-01,"Australia",0
2000-07-01,"Austria",0
2000-07-01,"Belgium",0
2000-07-01,"Canada",0
2000-07-01,"Czech Republic",
2000-07-01,"Denmark",0
2000-07-01,"Finland",0
2000-07-01,"France",0
2000-07-01,"Germany",0
2000-07-01,"Greece",0
2000-07-01,"Hungary",0
2000-07-01,"Iceland",0
2000-07-01,"Ireland",0
2000-07-01,"Italy",0
2000-07-01,"Japan",3
2000-07-01,"Korea",5
2000-07-01,"Luxembourg",0
2000-07-01,"Mexico",0
2000-07-01,"Netherlands",0
2000-07-01,"New Zealand",0
2000-07-01,"Norway",0
2000-07-01,"Poland",0
2000-07-01,"Portugal",0
2000-07-01,"Slovak Republic",
2000-07-01,"Spain",0
2000-07-01,"Sweden",0
2000-07-01,"Switzerland",0
2000-07-01,"Turkey",0
2000-07-01,"United Kingdom",0
2000-07-01,"United States",0
2001-01-01,"Australia",0
2001-01-01,"Austria",0
2001-01-01,"Belgium",0
2001-01-01,"Canada",0
2001-01-01,"Czech Republic",
2001-01-01,"Denmark",0
2001-01-01,"Finland",0
2001-01-01,"France",0
2001-01-01,"Germany",0
2001-01-01,"Greece",0
2001-01-01,"Hungary",0
2001-01-01,"Iceland",0
2001-01-01,"Ireland",0
2001-01-01,"Italy",0
2001-01-01,"Japan",6
2001-01-01,"Korea",6
2001-01-01,"Luxembourg",0
2001-01-01,"Mexico",0
2001-01-01,"Netherlands",0
2001-01-01,"New Zealand",0
2001-01-01,"Norway",0
2001-01-01,"Poland",0
2001-01-01,"Portugal",0
2001-01-01,"Slovak Republic",
2001-01-01,"Spain",0
2001-01-01,"Sweden",0
2001-01-01,"Switzerland",0
2001-01-01,"Turkey",8
2001-01-01,"United Kingdom",0
2001-01-01,"United States",0
2001-07-01,"Australia",0
2001-07-01,"Austria",0
2001-07-01,"Belgium",0
2001-07-01,"Canada",0
2001-07-01,"Czech Republic",
2001-07-01,"Denmark",0
2001-07-01,"Finland",0
2001-07-01,"France",0
2001-07-01,"Germany",0
2001-07-01,"Greece",0
2001-07-01,"Hungary",0
2001-07-01,"Iceland",0
2001-07-01,"Ireland",0
2001-07-01,"Italy",0
2001-07-01,"Japan",6
2001-07-01,"Korea",4
2001-07-01,"Luxembourg",0
2001-07-01,"Mexico",0
2001-07-01,"Netherlands",0
2001-07-01,"New Zealand",0
2001-07-01,"Norway",0
2001-07-01,"Poland",0
2001-07-01,"Portugal",0
2001-07-01,"Slovak Republic",
2001-07-01,"Spain",0
2001-07-01,"Sweden",0
2001-07-01,"Switzerland",0
2001-07-01,"Turkey",8
2001-07-01,"United Kingdom",0
2001-07-01,"United States",0
2002-01-01,"Australia",0
2002-01-01,"Austria",0
2002-01-01,"Belgium",0
2002-01-01,"Canada",0
2002-01-01,"Czech Republic",
2002-01-01,"Denmark",0
2002-01-01,"Finland",0
2002-01-01,"France",0
2002-01-01,"Germany",0
2002-01-01,"Greece",0
2002-01-01,"Hungary",0
2002-01-01,"Iceland",0
2002-01-01,"Ireland",0
2002-01-01,"Italy",0
2002-01-01,"Japan",8
2002-01-01,"Korea",3
2002-01-01,"Luxembourg",0
2002-01-01,"Mexico",0
2002-01-01,"Netherlands",0
2002-01-01,"New Zealand",0
2002-01-01,"Norway",0
2002-01-01,"Poland",0
2002-01-01,"Portugal",0
2002-01-01,"Slovak Republic",
2002-01-01,"Spain",0
2002-01-01,"Sweden",0
2002-01-01,"Switzerland",0
2002-01-01,"Turkey",6
2002-01-01,"United Kingdom",0
2002-01-01,"United States",0
2002-07-01,"Australia",0
2002-07-01,"Austria",0
2002-07-01,"Belgium",0
2002-07-01,"Canada",0
2002-07-01,"Czech Republic",
2002-07-01,"Denmark",0
2002-07-01,"Finland",0
2002-07-01,"France",0
2002-07-01,"Germany",0
2002-07-01,"Greece",0
2002-07-01,"Hungary",0
2002-07-01,"Iceland",0
2002-07-01,"Ireland",0
2002-07-01,"Italy",0
2002-07-01,"Japan",7
2002-07-01,"Korea",0
2002-07-01,"Luxembourg",0
2002-07-01,"Mexico",0
2002-07-01,"Netherlands",0
2002-07-01,"New Zealand",0
2002-07-01,"Norway",0
2002-07-01,"Poland",0
2002-07-01,"Portugal",0
2002-07-01,"Slovak Republic",
2002-07-01,"Spain",0
2002-07-01,"Sweden",0
2002-07-01,"Switzerland",0
2002-07-01,"Turkey",4
2002-07-01,"United Kingdom",0
2002-07-01,"United States",0
2003-01-01,"Australia",0
2003-01-01,"Austria",0
2003-01-01,"Belgium",0
2003-01-01,"Canada",0
2003-01-01,"Czech Republic",
2003-01-01,"Denmark",0
2003-01-01,"Finland",0
2003-01-01,"France",0
2003-01-01,"Germany",1
2003-01-01,"Greece",0
2003-01-01,"Hungary",0
2003-01-01,"Iceland",0
2003-01-01,"Ireland",0
2003-01-01,"Italy",0
2003-01-01,"Japan",6
2003-01-01,"Korea",0
2003-01-01,"Luxembourg",0
2003-01-01,"Mexico",0
2003-01-01,"Netherlands",0
2003-01-01,"New Zealand",0
2003-01-01,"Norway",0
2003-01-01,"Poland",0
2003-01-01,"Portugal",0
2003-01-01,"Slovak Republic",
2003-01-01,"Spain",0
2003-01-01,"Sweden",0
2003-01-01,"Switzerland",0
2003-01-01,"Turkey",4
2003-01-01,"United Kingdom",0
2003-01-01,"United States",0
2003-07-01,"Australia",0
2003-07-01,"Austria",0
2003-07-01,"Belgium",0
2003-07-01,"Canada",0
2003-07-01,"Czech Republic",0
2003-07-01,"Denmark",0
2003-07-01,"Finland",0
2003-07-01,"France",0
2003-07-01,"Germany",0
2003-07-01,"Greece",0
2003-07-01,"Hungary",0
2003-07-01,"Iceland",0
2003-07-01,"Ireland",0
2003-07-01,"Italy",0
2003-07-01,"Japan",5
2003-07-01,"Korea",4
2003-07-01,"Luxembourg",0
2003-07-01,"Mexico",0
2003-07-01,"Netherlands",0
2003-07-01,"New Zealand",0
2003-07-01,"Norway",0
2003-07-01,"Poland",0
2003-07-01,"Portugal",0
2003-07-01,"Slovak Republic",0
2003-07-01,"Spain",0
2003-07-01,"Sweden",0
2003-07-01,"Switzerland",0
2003-07-01,"Turkey",2
2003-07-01,"United Kingdom",0
2003-07-01,"United States",0
2004-01-01,"Australia",0
2004-01-01,"Austria",0
2004-01-01,"Belgium",0
2004-01-01,"Canada",0
2004-01-01,"Czech Republic",0
2004-01-01,"Denmark",0
2004-01-01,"Finland",0
2004-01-01,"France",0
2004-01-01,"Germany",0
2004-01-01,"Greece",0
2004-01-01,"Hungary",0
2004-01-01,"Iceland",0
2004-01-01,"Ireland",0
2004-01-01,"Italy",0
2004-01-01,"Japan",4
2004-01-01,"Korea",6
2004-01-01,"Luxembourg",0
2004-01-01,"Mexico",0
2004-01-01,"Netherlands",0
2004-01-01,"New Zealand",0
2004-01-01,"Norway",0
2004-01-01,"Poland",0
2004-01-01,"Portugal",0
2004-01-01,"Slovak Republic",0
2004-01-01,"Spain",0
2004-01-01,"Sweden",0
2004-01-01,"Switzerland",0
2004-01-01,"Turkey",0
2004-01-01,"United Kingdom",0
2004-01-01,"United States",0
2004-07-01,"Australia",0
2004-07-01,"Austria",0
2004-07-01,"Belgium",0
2004-07-01,"Canada",0
2004-07-01,"Czech Republic",0
2004-07-01,"Denmark",0
2004-07-01,"Finland",0
2004-07-01,"France",0
2004-07-01,"Germany",0
2004-07-01,"Greece",0
2004-07-01,"Hungary",0
2004-07-01,"Iceland",0
2004-07-01,"Ireland",0
2004-07-01,"Italy",0
2004-07-01,"Japan",3
2004-07-01,"Korea",3
2004-07-01,"Luxembourg",0
2004-07-01,"Mexico",0
2004-07-01,"Netherlands",0
2004-07-01,"New Zealand",0
2004-07-01,"Norway",0
2004-07-01,"Poland",0
2004-07-01,"Portugal",0
2004-07-01,"Slovak Republic",0
2004-07-01,"Spain",0
2004-07-01,"Sweden",0
2004-07-01,"Switzerland",0
2004-07-01,"Turkey",0
2004-07-01,"United Kingdom",0
2004-07-01,"United States",0
2005-01-01,"Australia",0
2005-01-01,"Austria",0
2005-01-01,"Belgium",0
2005-01-01,"Canada",0
2005-01-01,"Czech Republic",0
2005-01-01,"Denmark",0
2005-01-01,"Finland",0
2005-01-01,"France",0
2005-01-01,"Germany",0
2005-01-01,"Greece",0
2005-01-01,"Hungary",0
2005-01-01,"Iceland",0
2005-01-01,"Ireland",0
2005-01-01,"Italy",0
2005-01-01,"Japan",2
2005-01-01,"Korea",1
2005-01-01,"Luxembourg",0
2005-01-01,"Mexico",0
2005-01-01,"Netherlands",0
2005-01-01,"New Zealand",0
2005-01-01,"Norway",0
2005-01-01,"Poland",0
2005-01-01,"Portugal",0
2005-01-01,"Slovak Republic",0
2005-01-01,"Spain",0
2005-01-01,"Sweden",0
2005-01-01,"Switzerland",0
2005-01-01,"Turkey",0
2005-01-01,"United Kingdom",0
2005-01-01,"United States",0
2005-07-01,"Australia",0
2005-07-01,"Austria",0
2005-07-01,"Belgium",0
2005-07-01,"Canada",0
2005-07-01,"Czech Republic",0
2005-07-01,"Denmark",0
2005-07-01,"Finland",0
2005-07-01,"France",0
2005-07-01,"Germany",0
2005-07-01,"Greece",0
2005-07-01,"Hungary",0
2005-07-01,"Iceland",0
2005-07-01,"Ireland",0
2005-07-01,"Italy",0
2005-07-01,"Japan",0
2005-07-01,"Korea",0
2005-07-01,"Luxembourg",0
2005-07-01,"Mexico",0
2005-07-01,"Netherlands",0
2005-07-01,"New Zealand",0
2005-07-01,"Norway",0
2005-07-01,"Poland",0
2005-07-01,"Portugal",0
2005-07-01,"Slovak Republic",0
2005-07-01,"Spain",0
2005-07-01,"Sweden",0
2005-07-01,"Switzerland",0
2005-07-01,"Turkey",0
2005-07-01,"United Kingdom",0
2005-07-01,"United States",0
2006-01-01,"Australia",0
2006-01-01,"Austria",0
2006-01-01,"Belgium",0
2006-01-01,"Canada",0
2006-01-01,"Czech Republic",0
2006-01-01,"Denmark",0
2006-01-01,"Finland",0
2006-01-01,"France",0
2006-01-01,"Germany",0
2006-01-01,"Greece",0
2006-01-01,"Hungary",0
2006-01-01,"Iceland",0
2006-01-01,"Ireland",0
2006-01-01,"Italy",0
2006-01-01,"Japan",0
2006-01-01,"Korea",0
2006-01-01,"Luxembourg",0
2006-01-01,"Mexico",0
2006-01-01,"Netherlands",0
2006-01-01,"New Zealand",0
2006-01-01,"Norway",0
2006-01-01,"Poland",0
2006-01-01,"Portugal",0
2006-01-01,"Slovak Republic",0
2006-01-01,"Spain",0
2006-01-01,"Sweden",0
2006-01-01,"Switzerland",0
2006-01-01,"Turkey",0
2006-01-01,"United Kingdom",0
2006-01-01,"United States",0
2006-07-01,"Australia",0
2006-07-01,"Austria",0
2006-07-01,"Belgium",0
2006-07-01,"Canada",0
2006-07-01,"Czech Republic",0
2006-07-01,"Denmark",0
2006-07-01,"Finland",0
2006-07-01,"France",0
2006-07-01,"Germany",0
2006-07-01,"Greece",0
2006-07-01,"Hungary",0
2006-07-01,"Iceland",5
2006-07-01,"Ireland",0
2006-07-01,"Italy",0
2006-07-01,"Japan",0
2006-07-01,"Korea",0
2006-07-01,"Luxembourg",0
2006-07-01,"Mexico",0
2006-07-01,"Netherlands",0
2006-07-01,"New Zealand",0
2006-07-01,"Norway",0
2006-07-01,"Poland",0
2006-07-01,"Portugal",0
2006-07-01,"Slovak Republic",0
2006-07-01,"Spain",0
2006-07-01,"Sweden",0
2006-07-01,"Switzerland",0
2006-07-01,"Turkey",0
2006-07-01,"United Kingdom",0
2006-07-01,"United States",0
2007-01-01,"Australia",0
2007-01-01,"Austria",0
2007-01-01,"Belgium",0
2007-01-01,"Canada",0
2007-01-01,"Czech Republic",0
2007-01-01,"Denmark",0
2007-01-01,"Finland",0
2007-01-01,"France",0
2007-01-01,"Germany",0
2007-01-01,"Greece",0
2007-01-01,"Hungary",0
2007-01-01,"Iceland",2
2007-01-01,"Ireland",0
2007-01-01,"Italy",0
2007-01-01,"Japan",0
2007-01-01,"Korea",0
2007-01-01,"Luxembourg",0
2007-01-01,"Mexico",0
2007-01-01,"Netherlands",0
2007-01-01,"New Zealand",0
2007-01-01,"Norway",0
2007-01-01,"Poland",0
2007-01-01,"Portugal",0
2007-01-01,"Slovak Republic",0
2007-01-01,"Spain",0
2007-01-01,"Sweden",0
2007-01-01,"Switzerland",0
2007-01-01,"Turkey",0
2007-01-01,"United Kingdom",0
2007-01-01,"United States",1
2007-07-01,"Australia",0
2007-07-01,"Austria",0
2007-07-01,"Belgium",0
2007-07-01,"Canada",3
2007-07-01,"Czech Republic",0
2007-07-01,"Denmark",0
2007-07-01,"Finland",0
2007-07-01,"France",3
2007-07-01,"Germany",2
2007-07-01,"Greece",0
2007-07-01,"Hungary",0
2007-07-01,"Iceland",3
2007-07-01,"Ireland",1
2007-07-01,"Italy",1
2007-07-01,"Japan",0
2007-07-01,"Korea",0
2007-07-01,"Luxembourg",0
2007-07-01,"Mexico",0
2007-07-01,"Netherlands",0
2007-07-01,"New Zealand",2
2007-07-01,"Norway",1
2007-07-01,"Poland",0
2007-07-01,"Portugal",0
2007-07-01,"Slovak Republic",0
2007-07-01,"Spain",0
2007-07-01,"Sweden",0
2007-07-01,"Switzerland",2
2007-07-01,"Turkey",0
2007-07-01,"United Kingdom",6
2007-07-01,"United States",7
2008-01-01,"Australia",2
2008-01-01,"Austria",0
2008-01-01,"Belgium",0
2008-01-01,"Canada",4
2008-01-01,"Czech Republic",1
2008-01-01,"Denmark",1
2008-01-01,"Finland",0
2008-01-01,"France",2
2008-01-01,"Germany",4
2008-01-01,"Greece",0
2008-01-01,"Hungary",0
2008-01-01,"Iceland",8
2008-01-01,"Ireland",0
2008-01-01,"Italy",4
2008-01-01,"Japan",0
2008-01-01,"Korea",0
2008-01-01,"Luxembourg",2
2008-01-01,"Mexico",0
2008-01-01,"Netherlands",1
2008-01-01,"New Zealand",3
2008-01-01,"Norway",4
2008-01-01,"Poland",0
2008-01-01,"Portugal",6
2008-01-01,"Slovak Republic",0
2008-01-01,"Spain",6
2008-01-01,"Sweden",4
2008-01-01,"Switzerland",4
2008-01-01,"Turkey",0
2008-01-01,"United Kingdom",7
2008-01-01,"United States",9
2008-07-01,"Australia",4
2008-07-01,"Austria",7
2008-07-01,"Belgium",4
2008-07-01,"Canada",5
2008-07-01,"Czech Republic",0
2008-07-01,"Denmark",6
2008-07-01,"Finland",4
2008-07-01,"France",7
2008-07-01,"Germany",6
2008-07-01,"Greece",4
2008-07-01,"Hungary",5
2008-07-01,"Iceland",11
2008-07-01,"Ireland",6
2008-07-01,"Italy",7
2008-07-01,"Japan",3
2008-07-01,"Korea",6
2008-07-01,"Luxembourg",5
2008-07-01,"Mexico",1
2008-07-01,"Netherlands",3
2008-07-01,"New Zealand",6
2008-07-01,"Norway",7
2008-07-01,"Poland",2
2008-07-01,"Portugal",7
2008-07-01,"Slovak Republic",4
2008-07-01,"Spain",7
2008-07-01,"Sweden",7
2008-07-01,"Switzerland",3
2008-07-01,"Turkey",5
2008-07-01,"United Kingdom",10
2008-07-01,"United States",14
2009-01-01,"Australia",1
2009-01-01,"Austria",7
2009-01-01,"Belgium",3
2009-01-01,"Canada",5
2009-01-01,"Czech Republic",0
2009-01-01,"Denmark",7
2009-01-01,"Finland",4
2009-01-01,"France",6
2009-01-01,"Germany",5
2009-01-01,"Greece",7
2009-01-01,"Hungary",8
2009-01-01,"Iceland",14
2009-01-01,"Ireland",7
2009-01-01,"Italy",6
2009-01-01,"Japan",4
2009-01-01,"Korea",4
2009-01-01,"Luxembourg",3
2009-01-01,"Mexico",0
2009-01-01,"Netherlands",4
2009-01-01,"New Zealand",6
2009-01-01,"Norway",9
2009-01-01,"Poland",5
2009-01-01,"Portugal",8
2009-01-01,"Slovak Republic",1
2009-01-01,"Spain",6
2009-01-01,"Sweden",5
2009-01-01,"Switzerland",1
2009-01-01,"Turkey",3
2009-01-01,"United Kingdom",9
2009-01-01,"United States",10
2009-07-01,"Australia",0
2009-07-01,"Austria",4
2009-07-01,"Belgium",2
2009-07-01,"Canada",3
2009-07-01,"Czech Republic",0
2009-07-01,"Denmark",6
2009-07-01,"Finland",1
2009-07-01,"France",4
2009-07-01,"Germany",4
2009-07-01,"Greece",6
2009-07-01,"Hungary",4
2009-07-01,"Iceland",9
2009-07-01,"Ireland",6
2009-07-01,"Italy",5
2009-07-01,"Japan",3
2009-07-01,"Korea",1
2009-07-01,"Luxembourg",2
2009-07-01,"Mexico",0
2009-07-01,"Netherlands",1
2009-07-01,"New Zealand",4
2009-07-01,"Norway",5
2009-07-01,"Poland",2
2009-07-01,"Portugal",5
2009-07-01,"Slovak Republic",0
2009-07-01,"Spain",3
2009-07-01,"Sweden",4
2009-07-01,"Switzerland",0
2009-07-01,"Turkey",1
2009-07-01,"United Kingdom",7
2009-07-01,"United States",7
2010-01-01,"Australia",0
2010-01-01,"Austria",4
2010-01-01,"Belgium",0
2010-01-01,"Canada",0
2010-01-01,"Czech Republic",1
2010-01-01,"Denmark",3
2010-01-01,"Finland",0
2010-01-01,"France",3
2010-01-01,"Germany",4
2010-01-01,"Greece",8
2010-01-01,"Hungary",5
2010-01-01,"Iceland",7
2010-01-01,"Ireland",8
2010-01-01,"Italy",6
2010-01-01,"Japan",1
2010-01-01,"Korea",0
2010-01-01,"Luxembourg",1
2010-01-01,"Mexico",0
2010-01-01,"Netherlands",0
2010-01-01,"New Zealand",1
2010-01-01,"Norway",0
2010-01-01,"Poland",0
2010-01-01,"Portugal",6
2010-01-01,"Slovak Republic",0
2010-01-01,"Spain",4
2010-01-01,"Sweden",3
2010-01-01,"Switzerland",0
2010-01-01,"Turkey",0
2010-01-01,"United Kingdom",5
2010-01-01,"United States",6
2010-07-01,"Australia",0
2010-07-01,"Austria",1
2010-07-01,"Belgium",0
2010-07-01,"Canada",0
2010-07-01,"Czech Republic",0
2010-07-01,"Denmark",0
2010-07-01,"Finland",0
2010-07-01,"France",1
2010-07-01,"Germany",2
2010-07-01,"Greece",7
2010-07-01,"Hungary",3
2010-07-01,"Iceland",7
2010-07-01,"Ireland",7
2010-07-01,"Italy",4
2010-07-01,"Japan",0
2010-07-01,"Korea",0
2010-07-01,"Luxembourg",0
2010-07-01,"Mexico",0
2010-07-01,"Netherlands",0
2010-07-01,"New Zealand",1
2010-07-01,"Norway",0
2010-07-01,"Poland",0
2010-07-01,"Portugal",9
2010-07-01,"Slovak Republic",0
2010-07-01,"Spain",5
2010-07-01,"Sweden",2
2010-07-01,"Switzerland",0
2010-07-01,"Turkey",0
2010-07-01,"United Kingdom",5
2010-07-01,"United States",3
2011-01-01,"Australia",0
2011-01-01,"Austria",1
2011-01-01,"Belgium",0
2011-01-01,"Canada",0
2011-01-01,"Czech Republic",0
2011-01-01,"Denmark",0
2011-01-01,"Finland",0
2011-01-01,"France",1
2011-01-01,"Germany",1
2011-01-01,"Greece",7
2011-01-01,"Hungary",3
2011-01-01,"Iceland",7
2011-01-01,"Ireland",8
2011-01-01,"Italy",2
2011-01-01,"Japan",0
2011-01-01,"Korea",0
2011-01-01,"Luxembourg",0
2011-01-01,"Mexico",0
2011-01-01,"Netherlands",0
2011-01-01,"New Zealand",0
2011-01-01,"Norway",0
2011-01-01,"Poland",0
2011-01-01,"Portugal",8
2011-01-01,"Slovak Republic",0
2011-01-01,"Spain",4
2011-01-01,"Sweden",0
2011-01-01,"Switzerland",0
2011-01-01,"Turkey",0
2011-01-01,"United Kingdom",2
2011-01-01,"United States",0
2011-07-01,"Australia",0
2011-07-01,"Austria",3
2011-07-01,"Belgium",2
2011-07-01,"Canada",0
2011-07-01,"Czech Republic",0
2011-07-01,"Denmark",3
2011-07-01,"Finland",0
2011-07-01,"France",5
2011-07-01,"Germany",3
2011-07-01,"Greece",7
2011-07-01,"Hungary",6
2011-07-01,"Iceland",4
2011-07-01,"Ireland",6
2011-07-01,"Italy",5
2011-07-01,"Japan",0
2011-07-01,"Korea",0
2011-07-01,"Luxembourg",2
2011-07-01,"Mexico",0
2011-07-01,"Netherlands",1
2011-07-01,"New Zealand",3
2011-07-01,"Norway",0
2011-07-01,"Poland",2
2011-07-01,"Portugal",7
2011-07-01,"Slovak Republic",0
2011-07-01,"Spain",7
2011-07-01,"Sweden",0
2011-07-01,"Switzerland",0
2011-07-01,"Turkey",0
2011-07-01,"United Kingdom",3
2011-07-01,"United States",2
2012-01-01,"Australia",0
2012-01-01,"Austria",5
2012-01-01,"Belgium",0
2012-01-01,"Canada",0
2012-01-01,"Czech Republic",0
2012-01-01,"Denmark",2
2012-01-01,"Finland",0
2012-01-01,"France",4
2012-01-01,"Germany",2
2012-01-01,"Greece",8
2012-01-01,"Hungary",6
2012-01-01,"Iceland",2
2012-01-01,"Ireland",5
2012-01-01,"Italy",7
2012-01-01,"Japan",0
2012-01-01,"Korea",0
2012-01-01,"Luxembourg",0
2012-01-01,"Mexico",0
2012-01-01,"Netherlands",4
2012-01-01,"New Zealand",1
2012-01-01,"Norway",0
2012-01-01,"Poland",1
2012-01-01,"Portugal",8
2012-01-01,"Slovak Republic",4
2012-01-01,"Spain",7
2012-01-01,"Sweden",0
2012-01-01,"Switzerland",1
2012-01-01,"Turkey",0
2012-01-01,"United Kingdom",2
2012-01-01,"United States",1
2012-07-01,"Australia",0
2012-07-01,"Austria",3
2012-07-01,"Belgium",0
2012-07-01,"Canada",0
2012-07-01,"Czech Republic",0
2012-07-01,"Denmark",1
2012-07-01,"Finland",0
2012-07-01,"France",1
2012-07-01,"Germany",2
2012-07-01,"Greece",8
2012-07-01,"Hungary",5
2012-07-01,"Iceland",0
2012-07-01,"Ireland",6
2012-07-01,"Italy",8
2012-07-01,"Japan",0
2012-07-01,"Korea",1
2012-07-01,"Luxembourg",0
2012-07-01,"Mexico",0
2012-07-01,"Netherlands",2
2012-07-01,"New Zealand",0
2012-07-01,"Norway",0
2012-07-01,"Poland",1
2012-07-01,"Portugal",8
2012-07-01,"Slovak Republic",1
2012-07-01,"Spain",8
2012-07-01,"Sweden",0
2012-07-01,"Switzerland",0
2012-07-01,"Turkey",0
2012-07-01,"United Kingdom",3
2012-07-01,"United States",1
2013-01-01,"Australia",0
2013-01-01,"Austria",2
2013-01-01,"Belgium",0
2013-01-01,"Canada",0
2013-01-01,"Czech Republic",0
2013-01-01,"Denmark",1
2013-01-01,"Finland",0
2013-01-01,"France",0
2013-01-01,"Germany",1
2013-01-01,"Greece",7
2013-01-01,"Hungary",6
2013-01-01,"Iceland",1
2013-01-01,"Ireland",6
2013-01-01,"Italy",8
2013-01-01,"Japan",0
2013-01-01,"Korea",0
2013-01-01,"Luxembourg",0
2013-01-01,"Mexico",0
2013-01-01,"Netherlands",4
2013-01-01,"New Zealand",0
2013-01-01,"Norway",0
2013-01-01,"Poland",0
2013-01-01,"Portugal",6
2013-01-01,"Slovak Republic",0
2013-01-01,"Spain",6
2013-01-01,"Sweden",0
2013-01-01,"Switzerland",0
2013-01-01,"Turkey",0
2013-01-01,"United Kingdom",1
2013-01-01,"United States",0
2013-07-01,"Australia",0
2013-07-01,"Austria",2
2013-07-01,"Belgium",0
2013-07-01,"Canada",0
2013-07-01,"Czech Republic",0
2013-07-01,"Denmark",1
2013-07-01,"Finland",0
2013-07-01,"France",1
2013-07-01,"Germany",0
2013-07-01,"Greece",6
2013-07-01,"Hungary",6
2013-07-01,"Iceland",0
2013-07-01,"Ireland",6
2013-07-01,"Italy",5
2013-07-01,"Japan",0
2013-07-01,"Korea",0
2013-07-01,"Luxembourg",0
2013-07-01,"Mexico",0
2013-07-01,"Netherlands",5
2013-07-01,"New Zealand",0
2013-07-01,"Norway",0
2013-07-01,"Poland",1
2013-07-01,"Portugal",5
2013-07-01,"Slovak Republic",0
2013-07-01,"Spain",7
2013-07-01,"Sweden",0
2013-07-01,"Switzerland",0
2013-07-01,"Turkey",0
2013-07-01,"United Kingdom",1
2013-07-01,"United States",0
2014-01-01,"Australia",0
2014-01-01,"Austria",2
2014-01-01,"Belgium",0
2014-01-01,"Canada",0
2014-01-01,"Czech Republic",0
2014-01-01,"Denmark",0
2014-01-01,"Finland",0
2014-01-01,"France",0
2014-01-01,"Germany",1
2014-01-01,"Greece",5
2014-01-01,"Hungary",6
2014-01-01,"Iceland",0
2014-01-01,"Ireland",4
2014-01-01,"Italy",4
2014-01-01,"Japan",0
2014-01-01,"Korea",0
2014-01-01,"Luxembourg",0
2014-01-01,"Mexico",0
2014-01-01,"Netherlands",1
2014-01-01,"New Zealand",0
2014-01-01,"Norway",0
2014-01-01,"Poland",0
2014-01-01,"Portugal",4
2014-01-01,"Slovak Republic",1
2014-01-01,"Spain",5
2014-01-01,"Sweden",0
2014-01-01,"Switzerland",0
2014-01-01,"Turkey",0
2014-01-01,"United Kingdom",1
2014-01-01,"United States",0
2014-07-01,"Australia",0
2014-07-01,"Austria",1
2014-07-01,"Belgium",0
2014-07-01,"Canada",0
2014-07-01,"Czech Republic",0
2014-07-01,"Denmark",0
